r1 void vitreous
936.91000 1.00034 1.35046
936.92000 1.00034 1.35046
936.93000 1.00034 1.35046
936.94000 1.00034 1.35046
936.95000 1.00034 1.35046
936.96000 1.00034 1.35046
936.97000 1.00034 1.35046
936.98000 1.00034 1.35046
936.99000 1.00034 1.35046
937.00000 1.00034 1.35046
937.01000 1.00034 1.35046
937.02000 1.00034 1.35046
937.03000 1.00034 1.35046
937.04000 1.00034 1.35046
937.05000 1.00034 1.35046
937.06000 1.00034 1.35046
937.07000 1.00034 1.35046
937.08000 1.00034 1.35046
937.09000 1.00034 1.35046
937.10000 1.00034 1.35046
937.11000 1.00034 1.35046
937.12000 1.00034 1.35046
937.13000 1.00034 1.35046
937.14000 1.00034 1.35046
937.15000 1.00034 1.35046
937.16000 1.00034 1.35046
937.17000 1.00034 1.35046
937.18000 1.00034 1.35046
937.19000 1.00034 1.35046
937.20000 1.00034 1.35046
937.21000 1.00034 1.35046
937.22000 1.00034 1.35046
937.23000 1.00034 1.35046
937.24000 1.00034 1.35046
937.25000 1.00034 1.35046
937.26000 1.00034 1.35046
937.27000 1.00034 1.35046
937.28000 1.00034 1.35046
937.29000 1.00034 1.35046
937.30000 1.00034 1.35046
937.31000 1.00034 1.35046
937.32000 1.00034 1.35046
937.33000 1.00034 1.35046
937.34000 1.00034 1.35046
937.35000 1.00034 1.35046
937.36000 1.00034 1.35046
937.37000 1.00034 1.35046
937.38000 1.00034 1.35046
937.39000 1.00034 1.35046
937.40000 1.00034 1.35046
937.41000 1.00034 1.35046
937.42000 1.00034 1.35046
937.43000 1.00034 1.35046
937.44000 1.00034 1.35046
937.45000 1.00034 1.35046
937.46000 1.00034 1.35046
937.47000 1.00034 1.35046
937.48000 1.00034 1.35046
937.49000 1.00034 1.35046
937.50000 1.00034 1.35046
937.51000 1.00034 1.35046
937.52000 1.00034 1.35046
937.53000 1.00034 1.35046
937.54000 1.00034 1.35046
937.55000 1.00034 1.35046
937.56000 1.00034 1.35046
937.57000 1.00034 1.35046
937.58000 1.00034 1.35046
937.59000 1.00034 1.35046
937.60000 1.00034 1.35046
937.61000 1.00034 1.35046
937.62000 1.00034 1.35046
937.63000 1.00034 1.35046
937.64000 1.00034 1.35046
937.65000 1.00034 1.35046
937.66000 1.00034 1.35046
937.67000 1.00034 1.35046
937.68000 1.00034 1.35046
937.69000 1.00034 1.35046
937.70000 1.00034 1.35046
937.71000 1.00034 1.35046
937.72000 1.00034 1.35046
937.73000 1.00034 1.35046
937.74000 1.00034 1.35046
937.75000 1.00034 1.35046
937.76000 1.00034 1.35046
937.77000 1.00034 1.35046
937.78000 1.00034 1.35046
937.79000 1.00034 1.35046
937.80000 1.00034 1.35046
937.81000 1.00034 1.35046
937.82000 1.00034 1.35046
937.83000 1.00034 1.35046
937.84000 1.00034 1.35046
937.85000 1.00034 1.35046
937.86000 1.00034 1.35046
937.87000 1.00034 1.35046
937.88000 1.00034 1.35046
937.89000 1.00034 1.35046
937.90000 1.00034 1.35046
937.91000 1.00034 1.35046
937.92000 1.00034 1.35046
937.93000 1.00034 1.35046
937.94000 1.00034 1.35046
937.95000 1.00034 1.35046
937.96000 1.00034 1.35046
937.97000 1.00034 1.35046
937.98000 1.00034 1.35046
937.99000 1.00034 1.35046
938.00000 1.00034 1.35046
938.01000 1.00034 1.35046
938.02000 1.00034 1.35046
938.03000 1.00034 1.35046
938.04000 1.00034 1.35046
938.05000 1.00034 1.35046
938.06000 1.00034 1.35046
938.07000 1.00034 1.35046
938.08000 1.00034 1.35046
938.09000 1.00034 1.35046
938.10000 1.00034 1.35046
938.11000 1.00034 1.35046
938.12000 1.00034 1.35046
938.13000 1.00034 1.35046
938.14000 1.00034 1.35046
938.15000 1.00034 1.35046
938.16000 1.00034 1.35046
938.17000 1.00034 1.35046
938.18000 1.00034 1.35046
938.19000 1.00034 1.35046
938.20000 1.00034 1.35046
938.21000 1.00034 1.35046
938.22000 1.00034 1.35046
938.23000 1.00034 1.35046
938.24000 1.00034 1.35046
938.25000 1.00034 1.35046
938.26000 1.00034 1.35046
938.27000 1.00034 1.35046
938.28000 1.00034 1.35046
938.29000 1.00034 1.35046
938.30000 1.00034 1.35046
938.31000 1.00034 1.35046
938.32000 1.00034 1.35046
938.33000 1.00034 1.35046
938.34000 1.00034 1.35046
938.35000 1.00034 1.35046
938.36000 1.00034 1.35046
938.37000 1.00034 1.35046
938.38000 1.00034 1.35046
938.39000 1.00034 1.35046
938.40000 1.00034 1.35046
938.41000 1.00034 1.35046
938.42000 1.00034 1.35046
938.43000 1.00034 1.35046
938.44000 1.00034 1.35046
938.45000 1.00034 1.35046
938.46000 1.00034 1.35046
938.47000 1.00034 1.35046
938.48000 1.00034 1.35046
938.49000 1.00034 1.35046
938.50000 1.00034 1.35046
938.51000 1.00034 1.35046
938.52000 1.00034 1.35046
938.53000 1.00034 1.35046
938.54000 1.00034 1.35046
938.55000 1.00034 1.35046
938.56000 1.00034 1.35046
938.57000 1.00034 1.35046
938.58000 1.00034 1.35046
938.59000 1.00034 1.35046
938.60000 1.00034 1.35046
938.61000 1.00034 1.35046
938.62000 1.00034 1.35046
938.63000 1.00034 1.35046
938.64000 1.00034 1.35046
938.65000 1.00034 1.35046
938.66000 1.00034 1.35046
938.67000 1.00034 1.35046
938.68000 1.00034 1.35046
938.69000 1.00034 1.35046
938.70000 1.00034 1.35046
938.71000 1.00034 1.35046
938.72000 1.00034 1.35046
938.73000 1.00034 1.35046
938.74000 1.00034 1.35046
938.75000 1.00034 1.35046
938.76000 1.00034 1.35046
938.77000 1.00034 1.35046
938.78000 1.00034 1.35046
938.79000 1.00034 1.35046
938.80000 1.00034 1.35046
938.81000 1.00034 1.35046
938.82000 1.00034 1.35046
938.83000 1.00034 1.35046
938.84000 1.00034 1.35046
938.85000 1.00034 1.35046
938.86000 1.00034 1.35046
938.87000 1.00034 1.35046
938.88000 1.00034 1.35046
938.89000 1.00034 1.35046
938.90000 1.00034 1.35046
938.91000 1.00034 1.35046
938.92000 1.00034 1.35046
938.93000 1.00034 1.35046
938.94000 1.00034 1.35046
938.95000 1.00034 1.35046
938.96000 1.00034 1.35046
938.97000 1.00034 1.35046
938.98000 1.00034 1.35046
938.99000 1.00034 1.35046
939.00000 1.00034 1.35046
939.01000 1.00034 1.35046
939.02000 1.00034 1.35046
939.03000 1.00034 1.35046
939.04000 1.00034 1.35046
939.05000 1.00034 1.35046
939.06000 1.00034 1.35046
939.07000 1.00034 1.35046
939.08000 1.00034 1.35046
939.09000 1.00034 1.35046
939.10000 1.00034 1.35046
939.11000 1.00034 1.35046
939.12000 1.00034 1.35046
939.13000 1.00034 1.35046
939.14000 1.00034 1.35046
939.15000 1.00034 1.35046
939.16000 1.00034 1.35046
939.17000 1.00034 1.35046
939.18000 1.00034 1.35046
939.19000 1.00034 1.35046
939.20000 1.00034 1.35046
939.21000 1.00034 1.35046
939.22000 1.00034 1.35046
939.23000 1.00034 1.35046
939.24000 1.00034 1.35046
939.25000 1.00034 1.35046
939.26000 1.00034 1.35046
939.27000 1.00034 1.35046
939.28000 1.00034 1.35046
939.29000 1.00034 1.35046
939.30000 1.00034 1.35046
939.31000 1.00034 1.35046
939.32000 1.00034 1.35046
939.33000 1.00034 1.35046
939.34000 1.00034 1.35046
939.35000 1.00034 1.35046
939.36000 1.00034 1.35046
939.37000 1.00034 1.35046
939.38000 1.00034 1.35046
939.39000 1.00034 1.35046
939.40000 1.00034 1.35046
939.41000 1.00034 1.35046
939.42000 1.00034 1.35046
939.43000 1.00034 1.35046
939.44000 1.00034 1.35046
939.45000 1.00034 1.35046
939.46000 1.00034 1.35046
939.47000 1.00034 1.35046
939.48000 1.00034 1.35046
939.49000 1.00034 1.35046
939.50000 1.00034 1.35046
939.51000 1.00034 1.35046
939.52000 1.00034 1.35046
939.53000 1.00034 1.35046
939.54000 1.00034 1.35046
939.55000 1.00034 1.35046
939.56000 1.00034 1.35046
939.57000 1.00034 1.35046
939.58000 1.00034 1.35046
939.59000 1.00034 1.35046
939.60000 1.00034 1.35046
939.61000 1.00034 1.35046
939.62000 1.00034 1.35046
939.63000 1.00034 1.35046
939.64000 1.00034 1.35046
939.65000 1.00034 1.35046
939.66000 1.00034 1.35046
939.67000 1.00034 1.35046
939.68000 1.00034 1.35046
939.69000 1.00034 1.35046
939.70000 1.00034 1.35046
939.71000 1.00034 1.35046
939.72000 1.00034 1.35046
939.73000 1.00034 1.35046
939.74000 1.00034 1.35046
939.75000 1.00034 1.35046
939.76000 1.00034 1.35046
939.77000 1.00034 1.35046
939.78000 1.00034 1.35046
939.79000 1.00034 1.35046
939.80000 1.00034 1.35046
939.81000 1.00034 1.35046
939.82000 1.00034 1.35046
939.83000 1.00034 1.35046
939.84000 1.00034 1.35046
939.85000 1.00034 1.35046
939.86000 1.00034 1.35046
939.87000 1.00034 1.35046
939.88000 1.00034 1.35046
939.89000 1.00034 1.35046
939.90000 1.00034 1.35046
939.91000 1.00034 1.35046
939.92000 1.00034 1.35046
939.93000 1.00034 1.35046
939.94000 1.00034 1.35046
939.95000 1.00034 1.35046
939.96000 1.00034 1.35046
939.97000 1.00034 1.35046
939.98000 1.00034 1.35046
939.99000 1.00034 1.35046
940.00000 1.00034 1.35046
940.01000 1.00034 1.35046
940.02000 1.00034 1.35046
940.03000 1.00034 1.35046
940.04000 1.00034 1.35046
940.05000 1.00034 1.35046
940.06000 1.00034 1.35046
940.07000 1.00034 1.35046
940.08000 1.00034 1.35046
940.09000 1.00034 1.35046
940.10000 1.00034 1.35046
940.11000 1.00034 1.35046
940.12000 1.00034 1.35046
940.13000 1.00034 1.35046
940.14000 1.00034 1.35046
940.15000 1.00034 1.35046
940.16000 1.00034 1.35046
940.17000 1.00034 1.35046
940.18000 1.00034 1.35046
940.19000 1.00034 1.35046
940.20000 1.00034 1.35046
940.21000 1.00034 1.35046
940.22000 1.00034 1.35046
940.23000 1.00034 1.35046
940.24000 1.00034 1.35046
940.25000 1.00034 1.35046
940.26000 1.00034 1.35046
940.27000 1.00034 1.35046
940.28000 1.00034 1.35046
940.29000 1.00034 1.35046
940.30000 1.00034 1.35046
940.31000 1.00034 1.35046
940.32000 1.00034 1.35046
940.33000 1.00034 1.35046
940.34000 1.00034 1.35046
940.35000 1.00034 1.35046
940.36000 1.00034 1.35046
940.37000 1.00034 1.35046
940.38000 1.00034 1.35046
940.39000 1.00034 1.35046
940.40000 1.00034 1.35046
940.41000 1.00034 1.35046
940.42000 1.00034 1.35046
940.43000 1.00034 1.35046
940.44000 1.00034 1.35046
940.45000 1.00034 1.35046
940.46000 1.00034 1.35046
940.47000 1.00034 1.35046
940.48000 1.00034 1.35046
940.49000 1.00034 1.35046
940.50000 1.00034 1.35046
940.51000 1.00034 1.35046
940.52000 1.00034 1.35046
940.53000 1.00034 1.35046
940.54000 1.00034 1.35046
940.55000 1.00034 1.35046
940.56000 1.00034 1.35046
940.57000 1.00034 1.35046
940.58000 1.00034 1.35046
940.59000 1.00034 1.35046
940.60000 1.00034 1.35046
940.61000 1.00034 1.35046
940.62000 1.00034 1.35046
940.63000 1.00034 1.35046
940.64000 1.00034 1.35046
940.65000 1.00034 1.35046
940.66000 1.00034 1.35046
940.67000 1.00034 1.35046
940.68000 1.00034 1.35046
940.69000 1.00034 1.35046
940.70000 1.00034 1.35046
940.71000 1.00034 1.35046
940.72000 1.00034 1.35046
940.73000 1.00034 1.35046
940.74000 1.00034 1.35046
940.75000 1.00034 1.35046
940.76000 1.00034 1.35046
940.77000 1.00034 1.35046
940.78000 1.00034 1.35046
940.79000 1.00034 1.35046
940.80000 1.00034 1.35046
940.81000 1.00034 1.35046
940.82000 1.00034 1.35046
940.83000 1.00034 1.35046
940.84000 1.00034 1.35046
940.85000 1.00034 1.35046
940.86000 1.00034 1.35046
940.87000 1.00034 1.35046
940.88000 1.00034 1.35046
940.89000 1.00034 1.35046
940.90000 1.00034 1.35046
940.91000 1.00034 1.35046
940.92000 1.00034 1.35046
940.93000 1.00034 1.35046
940.94000 1.00034 1.35046
940.95000 1.00034 1.35046
940.96000 1.00034 1.35046
940.97000 1.00034 1.35046
940.98000 1.00034 1.35046
940.99000 1.00034 1.35046
941.00000 1.00034 1.35046
941.01000 1.00034 1.35046
941.02000 1.00034 1.35046
941.03000 1.00034 1.35046
941.04000 1.00034 1.35046
941.05000 1.00034 1.35046
941.06000 1.00034 1.35046
941.07000 1.00034 1.35046
941.08000 1.00034 1.35046
941.09000 1.00034 1.35046
941.10000 1.00034 1.35046
941.11000 1.00034 1.35046
941.12000 1.00034 1.35046
941.13000 1.00034 1.35046
941.14000 1.00034 1.35046
941.15000 1.00034 1.35046
941.16000 1.00034 1.35046
941.17000 1.00034 1.35046
941.18000 1.00034 1.35046
941.19000 1.00034 1.35046
941.20000 1.00034 1.35046
941.21000 1.00034 1.35046
941.22000 1.00034 1.35046
941.23000 1.00034 1.35046
941.24000 1.00034 1.35046
941.25000 1.00034 1.35046
941.26000 1.00034 1.35046
941.27000 1.00034 1.35046
941.28000 1.00034 1.35046
941.29000 1.00034 1.35046
941.30000 1.00034 1.35046
941.31000 1.00034 1.35046
941.32000 1.00034 1.35046
941.33000 1.00034 1.35046
941.34000 1.00034 1.35046
941.35000 1.00034 1.35046
941.36000 1.00034 1.35046
941.37000 1.00034 1.35046
941.38000 1.00034 1.35046
941.39000 1.00034 1.35046
941.40000 1.00034 1.35046
941.41000 1.00034 1.35046
941.42000 1.00034 1.35046
941.43000 1.00034 1.35046
941.44000 1.00034 1.35046
941.45000 1.00034 1.35046
941.46000 1.00034 1.35046
941.47000 1.00034 1.35046
941.48000 1.00034 1.35046
941.49000 1.00034 1.35046
941.50000 1.00034 1.35046
941.51000 1.00034 1.35046
941.52000 1.00034 1.35046
941.53000 1.00034 1.35046
941.54000 1.00034 1.35046
941.55000 1.00034 1.35046
941.56000 1.00034 1.35046
941.57000 1.00034 1.35046
941.58000 1.00034 1.35046
941.59000 1.00034 1.35046
941.60000 1.00034 1.35046
941.61000 1.00034 1.35046
941.62000 1.00034 1.35046
941.63000 1.00034 1.35046
941.64000 1.00034 1.35046
941.65000 1.00034 1.35046
941.66000 1.00034 1.35046
941.67000 1.00034 1.35046
941.68000 1.00034 1.35046
941.69000 1.00034 1.35046
941.70000 1.00034 1.35046
941.71000 1.00034 1.35046
941.72000 1.00034 1.35046
941.73000 1.00034 1.35046
941.74000 1.00034 1.35046
941.75000 1.00034 1.35046
941.76000 1.00034 1.35046
941.77000 1.00034 1.35046
941.78000 1.00034 1.35046
941.79000 1.00034 1.35046
941.80000 1.00034 1.35046
941.81000 1.00034 1.35046
941.82000 1.00034 1.35046
941.83000 1.00034 1.35046
941.84000 1.00034 1.35046
941.85000 1.00034 1.35046
941.86000 1.00034 1.35046
941.87000 1.00034 1.35046
941.88000 1.00034 1.35046
941.89000 1.00034 1.35046
941.90000 1.00034 1.35046
941.91000 1.00034 1.35046
941.92000 1.00034 1.35046
941.93000 1.00034 1.35046
941.94000 1.00034 1.35046
941.95000 1.00034 1.35046
941.96000 1.00034 1.35046
941.97000 1.00034 1.35046
941.98000 1.00034 1.35046
941.99000 1.00034 1.35046
942.00000 1.00034 1.35046
942.01000 1.00034 1.35046
942.02000 1.00034 1.35046
942.03000 1.00034 1.35046
942.04000 1.00034 1.35046
942.05000 1.00034 1.35046
942.06000 1.00034 1.35046
942.07000 1.00034 1.35046
942.08000 1.00034 1.35046
942.09000 1.00034 1.35046
942.10000 1.00034 1.35046
942.11000 1.00034 1.35046
942.12000 1.00034 1.35046
942.13000 1.00034 1.35046
942.14000 1.00034 1.35046
942.15000 1.00034 1.35046
942.16000 1.00034 1.35046
942.17000 1.00034 1.35046
942.18000 1.00034 1.35046
942.19000 1.00034 1.35046
942.20000 1.00034 1.35046
942.21000 1.00034 1.35046
942.22000 1.00034 1.35046
942.23000 1.00034 1.35046
942.24000 1.00034 1.35046
942.25000 1.00034 1.35046
942.26000 1.00034 1.35046
942.27000 1.00034 1.35046
942.28000 1.00034 1.35046
942.29000 1.00034 1.35046
942.30000 1.00034 1.35046
942.31000 1.00034 1.35046
942.32000 1.00034 1.35046
942.33000 1.00034 1.35046
942.34000 1.00034 1.35046
942.35000 1.00034 1.35046
942.36000 1.00034 1.35046
942.37000 1.00034 1.35046
942.38000 1.00034 1.35046
942.39000 1.00034 1.35046
942.40000 1.00034 1.35046
942.41000 1.00034 1.35046
942.42000 1.00034 1.35046
942.43000 1.00034 1.35046
942.44000 1.00034 1.35046
942.45000 1.00034 1.35046
942.46000 1.00034 1.35046
942.47000 1.00034 1.35046
942.48000 1.00034 1.35046
942.49000 1.00034 1.35046
942.50000 1.00034 1.35046
942.51000 1.00034 1.35046
942.52000 1.00034 1.35046
942.53000 1.00034 1.35046
942.54000 1.00034 1.35046
942.55000 1.00034 1.35046
942.56000 1.00034 1.35046
942.57000 1.00034 1.35046
942.58000 1.00034 1.35046
942.59000 1.00034 1.35046
942.60000 1.00034 1.35046
942.61000 1.00034 1.35046
942.62000 1.00034 1.35046
942.63000 1.00034 1.35046
942.64000 1.00034 1.35046
942.65000 1.00034 1.35046
942.66000 1.00034 1.35046
942.67000 1.00034 1.35046
942.68000 1.00034 1.35046
942.69000 1.00034 1.35046
942.70000 1.00034 1.35046
942.71000 1.00034 1.35046
942.72000 1.00034 1.35046
942.73000 1.00034 1.35046
942.74000 1.00034 1.35046
942.75000 1.00034 1.35046
942.76000 1.00034 1.35046
942.77000 1.00034 1.35046
942.78000 1.00034 1.35046
942.79000 1.00034 1.35046
942.80000 1.00034 1.35046
942.81000 1.00034 1.35046
942.82000 1.00034 1.35046
942.83000 1.00034 1.35046
942.84000 1.00034 1.35046
942.85000 1.00034 1.35046
942.86000 1.00034 1.35046
942.87000 1.00034 1.35046
942.88000 1.00034 1.35046
942.89000 1.00034 1.35046
942.90000 1.00034 1.35046
942.91000 1.00034 1.35046
942.92000 1.00034 1.35046
942.93000 1.00034 1.35046
942.94000 1.00034 1.35046
942.95000 1.00034 1.35046
942.96000 1.00034 1.35046
942.97000 1.00034 1.35046
942.98000 1.00034 1.35046
942.99000 1.00034 1.35046
943.00000 1.00034 1.35046
943.01000 1.00034 1.35046
943.02000 1.00034 1.35046
943.03000 1.00034 1.35046
943.04000 1.00034 1.35046
943.05000 1.00034 1.35046
943.06000 1.00034 1.35046
943.07000 1.00034 1.35046
943.08000 1.00034 1.35046
943.09000 1.00034 1.35046
943.10000 1.00034 1.35046
943.11000 1.00034 1.35046
943.12000 1.00034 1.35046
943.13000 1.00034 1.35046
943.14000 1.00034 1.35046
943.15000 1.00034 1.35046
943.16000 1.00034 1.35046
943.17000 1.00034 1.35046
943.18000 1.00034 1.35046
943.19000 1.00034 1.35046
943.20000 1.00034 1.35046
943.21000 1.00034 1.35046
943.22000 1.00034 1.35046
943.23000 1.00034 1.35046
943.24000 1.00034 1.35046
943.25000 1.00034 1.35046
943.26000 1.00034 1.35046
943.27000 1.00034 1.35046
943.28000 1.00034 1.35046
943.29000 1.00034 1.35046
943.30000 1.00034 1.35046
943.31000 1.00034 1.35046
943.32000 1.00034 1.35046
943.33000 1.00034 1.35046
943.34000 1.00034 1.35046
943.35000 1.00034 1.35046
943.36000 1.00034 1.35046
943.37000 1.00034 1.35046
943.38000 1.00034 1.35046
943.39000 1.00034 1.35046
943.40000 1.00034 1.35046
943.41000 1.00034 1.35046
943.42000 1.00034 1.35046
943.43000 1.00034 1.35046
943.44000 1.00034 1.35046
943.45000 1.00034 1.35046
943.46000 1.00034 1.35046
943.47000 1.00034 1.35046
943.48000 1.00034 1.35046
943.49000 1.00034 1.35046
943.50000 1.00034 1.35046
943.51000 1.00034 1.35046
943.52000 1.00034 1.35046
943.53000 1.00034 1.35046
943.54000 1.00034 1.35046
943.55000 1.00034 1.35046
943.56000 1.00034 1.35046
943.57000 1.00034 1.35046
943.58000 1.00034 1.35046
943.59000 1.00034 1.35046
943.60000 1.00034 1.35046
943.61000 1.00034 1.35046
943.62000 1.00034 1.35046
943.63000 1.00034 1.35046
943.64000 1.00034 1.35046
943.65000 1.00034 1.35046
943.66000 1.00034 1.35046
943.67000 1.00034 1.35046
943.68000 1.00034 1.35046
943.69000 1.00034 1.35046
943.70000 1.00034 1.35046
943.71000 1.00034 1.35046
943.72000 1.00034 1.35046
943.73000 1.00034 1.35046
943.74000 1.00034 1.35046
943.75000 1.00034 1.35046
943.76000 1.00034 1.35046
943.77000 1.00034 1.35046
943.78000 1.00034 1.35046
943.79000 1.00034 1.35046
943.80000 1.00034 1.35046
943.81000 1.00034 1.35046
943.82000 1.00034 1.35046
943.83000 1.00034 1.35046
943.84000 1.00034 1.35046
943.85000 1.00034 1.35046
943.86000 1.00034 1.35046
943.87000 1.00034 1.35046
943.88000 1.00034 1.35046
943.89000 1.00034 1.35046
943.90000 1.00034 1.35046
943.91000 1.00034 1.35046
943.92000 1.00034 1.35046
943.93000 1.00034 1.35046
943.94000 1.00034 1.35046
943.95000 1.00034 1.35046
943.96000 1.00034 1.35046
943.97000 1.00034 1.35046
943.98000 1.00034 1.35046
943.99000 1.00034 1.35046
944.00000 1.00034 1.35046
944.01000 1.00034 1.35046
944.02000 1.00034 1.35046
944.03000 1.00034 1.35046
944.04000 1.00034 1.35046
944.05000 1.00034 1.35046
944.06000 1.00034 1.35046
944.07000 1.00034 1.35046
944.08000 1.00034 1.35046
944.09000 1.00034 1.35046
944.10000 1.00034 1.35046
944.11000 1.00034 1.35046
944.12000 1.00034 1.35046
944.13000 1.00034 1.35046
944.14000 1.00034 1.35046
944.15000 1.00034 1.35046
944.16000 1.00034 1.35046
944.17000 1.00034 1.35046
944.18000 1.00034 1.35046
944.19000 1.00034 1.35046
944.20000 1.00034 1.35046
944.21000 1.00034 1.35046
944.22000 1.00034 1.35046
944.23000 1.00034 1.35046
944.24000 1.00034 1.35046
944.25000 1.00034 1.35046
944.26000 1.00034 1.35046
944.27000 1.00034 1.35046
944.28000 1.00034 1.35046
944.29000 1.00034 1.35046
944.30000 1.00034 1.35046
944.31000 1.00034 1.35046
944.32000 1.00034 1.35046
944.33000 1.00034 1.35046
944.34000 1.00034 1.35046
944.35000 1.00034 1.35046
944.36000 1.00034 1.35046
944.37000 1.00034 1.35046
944.38000 1.00034 1.35046
944.39000 1.00034 1.35046
944.40000 1.00034 1.35046
944.41000 1.00034 1.35046
944.42000 1.00034 1.35046
944.43000 1.00034 1.35046
944.44000 1.00034 1.35046
944.45000 1.00034 1.35046
944.46000 1.00034 1.35046
944.47000 1.00034 1.35046
944.48000 1.00034 1.35046
944.49000 1.00034 1.35046
944.50000 1.00034 1.35046
944.51000 1.00034 1.35046
944.52000 1.00034 1.35046
944.53000 1.00034 1.35046
944.54000 1.00034 1.35046
944.55000 1.00034 1.35046
944.56000 1.00034 1.35046
944.57000 1.00034 1.35046
944.58000 1.00034 1.35046
944.59000 1.00034 1.35046
944.60000 1.00034 1.35045
944.61000 1.00034 1.35045
944.62000 1.00034 1.35045
944.63000 1.00034 1.35045
944.64000 1.00034 1.35045
944.65000 1.00034 1.35045
944.66000 1.00034 1.35045
944.67000 1.00034 1.35045
944.68000 1.00034 1.35045
944.69000 1.00034 1.35045
944.70000 1.00034 1.35045
944.71000 1.00034 1.35045
944.72000 1.00034 1.35045
944.73000 1.00034 1.35045
944.74000 1.00034 1.35045
944.75000 1.00034 1.35045
944.76000 1.00034 1.35045
944.77000 1.00034 1.35045
944.78000 1.00034 1.35045
944.79000 1.00034 1.35045
944.80000 1.00034 1.35045
944.81000 1.00034 1.35045
944.82000 1.00034 1.35045
944.83000 1.00034 1.35045
944.84000 1.00034 1.35045
944.85000 1.00034 1.35045
944.86000 1.00034 1.35045
944.87000 1.00034 1.35045
944.88000 1.00034 1.35045
944.89000 1.00034 1.35045
944.90000 1.00034 1.35045
944.91000 1.00034 1.35045
944.92000 1.00034 1.35045
944.93000 1.00034 1.35045
944.94000 1.00034 1.35045
944.95000 1.00034 1.35045
944.96000 1.00034 1.35045
944.97000 1.00034 1.35045
944.98000 1.00034 1.35045
944.99000 1.00034 1.35045
945.00000 1.00034 1.35045
945.01000 1.00034 1.35045
945.02000 1.00034 1.35045
945.03000 1.00034 1.35045
945.04000 1.00034 1.35045
945.05000 1.00034 1.35045
945.06000 1.00034 1.35045
945.07000 1.00034 1.35045
945.08000 1.00034 1.35045
945.09000 1.00034 1.35045
945.10000 1.00034 1.35045
945.11000 1.00034 1.35045
945.12000 1.00034 1.35045
945.13000 1.00034 1.35045
945.14000 1.00034 1.35045
945.15000 1.00034 1.35045
945.16000 1.00034 1.35045
945.17000 1.00034 1.35045
945.18000 1.00034 1.35045
945.19000 1.00034 1.35045
945.20000 1.00034 1.35045
945.21000 1.00034 1.35045
945.22000 1.00034 1.35045
945.23000 1.00034 1.35045
945.24000 1.00034 1.35045
945.25000 1.00034 1.35045
945.26000 1.00034 1.35045
945.27000 1.00034 1.35045
945.28000 1.00034 1.35045
945.29000 1.00034 1.35045
945.30000 1.00034 1.35045
945.31000 1.00034 1.35045
945.32000 1.00034 1.35045
945.33000 1.00034 1.35045
945.34000 1.00034 1.35045
945.35000 1.00034 1.35045
945.36000 1.00034 1.35045
945.37000 1.00034 1.35045
945.38000 1.00034 1.35045
945.39000 1.00034 1.35045
945.40000 1.00034 1.35045
945.41000 1.00034 1.35045
945.42000 1.00034 1.35045
945.43000 1.00034 1.35045
945.44000 1.00034 1.35045
945.45000 1.00034 1.35045
945.46000 1.00034 1.35045
945.47000 1.00034 1.35045
945.48000 1.00034 1.35045
945.49000 1.00034 1.35045
945.50000 1.00034 1.35045
945.51000 1.00034 1.35045
945.52000 1.00034 1.35045
945.53000 1.00034 1.35045
945.54000 1.00034 1.35045
945.55000 1.00034 1.35045
945.56000 1.00034 1.35045
945.57000 1.00034 1.35045
945.58000 1.00034 1.35045
945.59000 1.00034 1.35045
945.60000 1.00034 1.35045
945.61000 1.00034 1.35045
945.62000 1.00034 1.35045
945.63000 1.00034 1.35045
945.64000 1.00034 1.35045
945.65000 1.00034 1.35045
945.66000 1.00034 1.35045
945.67000 1.00034 1.35045
945.68000 1.00034 1.35045
945.69000 1.00034 1.35045
945.70000 1.00034 1.35045
945.71000 1.00034 1.35045
945.72000 1.00034 1.35045
945.73000 1.00034 1.35045
945.74000 1.00034 1.35045
945.75000 1.00034 1.35045
945.76000 1.00034 1.35045
945.77000 1.00034 1.35045
945.78000 1.00034 1.35045
945.79000 1.00034 1.35045
945.80000 1.00034 1.35045
945.81000 1.00034 1.35045
945.82000 1.00034 1.35045
945.83000 1.00034 1.35045
945.84000 1.00034 1.35045
945.85000 1.00034 1.35045
945.86000 1.00034 1.35045
945.87000 1.00034 1.35045
945.88000 1.00034 1.35045
945.89000 1.00034 1.35045
945.90000 1.00034 1.35045
945.91000 1.00034 1.35045
945.92000 1.00034 1.35045
945.93000 1.00034 1.35045
945.94000 1.00034 1.35045
945.95000 1.00034 1.35045
945.96000 1.00034 1.35045
945.97000 1.00034 1.35045
945.98000 1.00034 1.35045
945.99000 1.00034 1.35045
946.00000 1.00034 1.35045
946.01000 1.00034 1.35045
946.02000 1.00034 1.35045
946.03000 1.00034 1.35045
946.04000 1.00034 1.35045
946.05000 1.00034 1.35045
946.06000 1.00034 1.35045
946.07000 1.00034 1.35045
946.08000 1.00034 1.35045
946.09000 1.00034 1.35045
946.10000 1.00034 1.35045
946.11000 1.00034 1.35045
946.12000 1.00034 1.35045
946.13000 1.00034 1.35045
946.14000 1.00034 1.35045
946.15000 1.00034 1.35045
946.16000 1.00034 1.35045
946.17000 1.00034 1.35045
946.18000 1.00034 1.35045
946.19000 1.00034 1.35045
946.20000 1.00034 1.35045
946.21000 1.00034 1.35045
946.22000 1.00034 1.35045
